WBAN,YYYYMMDD,Tmax,TmaxFlag,Tmin,TminFlag,Tavg,TavgFlag,Depart,DepartFlag,DewPoint,DewPointFlag,WetBulb,WetBulbFlag,Heat,HeatFlag,Cool,CoolFlag,Sunrise,SunriseFlag,Sunset,SunsetFlag,CodeSum,CodeSumFlag,Depth,DepthFlag,Water1,Water1Flag,SnowFall,SnowFallFlag,PrecipTotal,PrecipTotalFlag,StnPressure,StnPressureFlag,SeaLevel,SeaLevelFlag,ResultSpeed,ResultSpeedFlag,ResultDir,ResultDirFlag,AvgSpeed,AvgSpeedFlag,Max5Speed,Max5SpeedFlag,Max5Dir,Max5DirFlag,Max2Speed,Max2SpeedFlag,Max2Dir,Max2DirFlag
94846,20110724,87," ",72," ",80," "," 6"," ",70," ",73," ",0," ",15," ",0437," ",1919," ","TS TSRA BR"," ",M," ",M," ",M," ",0.18," ",29.26," ",29.97," ",1.5," ",23," ",6.4," ",35," ",170," ",29," ",170," "
94846,20110725,88," ",72," ",80," "," 6"," ",66," ",71," ",0," ",15," ",0438," ",1918," "," "," ",M," ",M," ",M," ",0.00," ",29.20," ",29.91," ",3.4," ",32," ",6.5," ",23," ",40," ",16," ",340," "
94846,20110726,83," ",71," ",77," "," 3"," ",63," ",68," ",0," ",12," ",0439," ",1918," "," "," ",M," ",M," ",M," ",0.00," ",29.18," ",29.88," ",6.3," ",5," ",8.5," ",30," ",60," ",15," ",50," "
94846,20110727,90," ",68," ",79," "," 5"," ",66," ",70," ",0," ",14," ",0440," ",1917," ","TS TSRA"," ",M," ",M," ",M," ",0.71," ",29.13," ",29.85," ",6.2," ",16," ",9.5," ",46," ",300," ",30," ",300," "
94846,20110728,87," ",73," ",80," "," 6"," ",71," ",74," ",0," ",15," ",0441," ",1916," ","TSRA RA BR"," ",M," ",M," ",M," ",0.70," ",29.20," ",29.89," ",3.2," ",23," ",6.8," ",36," ",320," ",25," ",280," "
94846,20110729,86," ",71," ",79," "," 5"," ",67," ",71," ",0," ",14," ",0442," ",1915," ",BR," ",M," ",M," ",M," ",0.70," ",29.28," ",29.98," ",4.3," ",4," ",5.9," ",29," ",40," ",21," ",320," "
94846,20110730,91," ",67," ",79," "," 5"," ",64," ",70," ",0," ",14," ",0443," ",1914," "," "," ",M," ",M," ",M," ",0.00," ",29.35," ",30.05," ",2.4," ",13," ",3.4," ",20," ",360," ",12," ",60," "
94846,20110731,90," ",68," ",79," "," 5"," ",69," ",73," ",0," ",14," ",0444," ",1913," "," "," ",M," ",M," ",M," ",0.00," ",29.35," ",30.06," ",4.9," ",25," ",5," ",17," ",280," ",13," ",280," "
23174,20110801,74," ",64," ",69," ",-1," ",58," ",62," ",0," ",4," ",0505," ",1855," "," "," ",M," ",M," ",M," ",0.00," ",29.59," ",29.94," ",7.1," ",25," ",7.5," ",26," ",270," ",23," ",270," "
23174,20110802,74," ",62," ",68," ",-2," ",57," ",61," ",0," ",3," ",0506," ",1854," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.53," ",29.87," ",7.9," ",26," ",8.4," ",24," ",250," ",20," ",270," "
23174,20110803,73," ",61," ",67," ",-3," ",57," ",61," ",0," ",2," ",0506," ",1853," "," "," ",M," ",M," ",M," ",0.00," ",M," ",0," ",6.9," ",25," ",0," ",24," ",270," ",21," ",270," "
23174,20110804,72," ",59," ",66," ",-4," ",57," ",61," ",0," ",1," ",0507," ",1853," ","MIFG BCFG"," ",M," ",M," ",M," ",0.00," ",29.54," ",29.88," ",5.8," ",26," ",6.8," ",20," ",270," ",17," ",270," "
23174,20110805,71," ",61," ",66," ",-4," ",58," ",61," ",0," ",1," ",0508," ",1852," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.59," ",29.93," ",7.1," ",27," ",7.6," ",20," ",250," ",14," ",260," "
23174,20110806,70," ",59," ",65," ",-5," ",58," ",60," ",0," ",0," ",0509," ",1851," ","FG+ MIFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",6.7," ",26," ",7.1," ",24," ",280," ",17," ",280," "
23174,20110807,70," ",60," ",65," ",-5," ",58," ",60," ",0," ",0," ",0509," ",1850," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.58," ",29.93," ",5.4," ",26," ",6.1," ",24," ",290," ",15," ",270," "
23174,20110808,72," ",61," ",67," ",-3," ",58," ",61," ",0," ",2," ",0510," ",1849," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.58," ",29.93," ",4.9," ",26," ",6.6," ",21," ",260," ",15," ",270," "
23174,20110809,73," ",60," ",67," ",-3," ",58," ",61," ",0," ",2," ",0511," ",1848," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.56," ",29.9," ",5.2," ",26," ",5.9," ",20," ",270," ",15," ",270," "
23174,20110810,73," ",63," ",68," ",-2," ",58," ",61," ",0," ",3," ",0511," ",1847," ",BR," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",3.5," ",25," ",6.7," ",22," ",280," ",15," ",280," "
23174,20110811,72," ",63," ",68," ",-2," ",58," ",61," ",0," ",3," ",0512," ",1846," "," "," ",M," ",M," ",M," ",0.00," ",29.61," ",29.95," ",7.1," ",26," ",8.1," ",22," ",250," ",17," ",270," "
23174,20110812,72," ",62," ",67," ",-4," ",58," ",61," ",0," ",2," ",0513," ",1845," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.59," ",29.93," ",7.3," ",26," ",7.9," ",21," ",260," ",16," ",260," "
23174,20110813,71," ",62," ",67," ",-4," ",59," ",62," ",0," ",2," ",0514," ",1844," ",HZ," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",6.2," ",26," ",6.8," ",22," ",260," ",15," ",260," "
23174,20110814,70," ",63," ",67," ",-4," ",60," ",62," ",0," ",2," ",0514," ",1843," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.54," ",29.89," ",6.8," ",27," ",7.5," ",22," ",280," ",17," ",270," "
23174,20110815,73," ",64," ",69," ",-2," ",61," ",63," ",0," ",4," ",0515," ",1842," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.52," ",29.86," ",4.8," ",25," ",5.8," ",20," ",280," ",14," ",270," "
23174,20110816,72," ",61," ",67," ",-4," ",61," ",63," ",0," ",2," ",0516," ",1840," ","FG+ BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.56," ",29.9," ",5.6," ",26," ",6.6," ",21," ",260," ",16," ",280," "
23174,20110817,70," ",62," ",66," ",-5," ",60," ",63," ",0," ",1," ",0517," ",1839," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.58," ",29.92," ",5.6," ",26," ",5.7," ",21," ",290," ",15," ",280," "
23174,20110818,72," ",62," ",67," ",-4," ",61," ",63," ",0," ",2," ",0517," ",1838," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.54," ",29.89," ",5.4," ",26," ",6.1," ",18," ",270," ",14," ",260," "
23174,20110819,72," ",62," ",67," ",-4," ",59," ",62," ",0," ",2," ",0518," ",1837," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.53," ",29.87," ",4.4," ",25," ",6.5," ",18," ",260," ",14," ",270," "
23174,20110820,75," ",63," ",69," ",-2," ",58," ",62," ",0," ",4," ",0519," ",1836," "," "," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",4.3," ",25," ",8," ",21," ",250," ",15," ",270," "
23174,20110821,73," ",62," ",68," ",-3," ",58," ",61," ",0," ",3," ",0519," ",1835," ",HZ," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",6.3," ",27," ",8.1," ",23," ",260," ",16," ",260," "
23174,20110822,71," ",62," ",67," ",-4," ",59," ",62," ",0," ",2," ",0520," ",1833," "," "," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",6.3," ",26," ",6.9," ",23," ",270," ",20," ",270," "
23174,20110823,70," ",63," ",67," ",-4," ",60," ",63," ",0," ",2," ",0521," ",1832," ","BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.52," ",29.87," ",7," ",25," ",7.9," ",25," ",260," ",22," ",270," "
23174,20110824,73," ",63," ",68," ",-3," ",60," ",62," ",0," ",3," ",0521," ",1831," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.51," ",29.85," ",7.1," ",26," ",7.4," ",24," ",280," ",21," ",280," "
23174,20110825,78," ",64," ",71," "," 0"," ",59," ",64," ",0," ",6," ",0522," ",1830," "," "," ",M," ",M," ",M," ",0.00," ",29.46," ",29.8," ",6.1," ",26," ",6.9," ",26," ",270," ",23," ",270," "
23174,20110826,82,s,66," ",0," ",M," ",60," ",64," ",0," ",0," ",0523," ",1829," "," "," ",M," ",M," ",M," ",0.00," ",29.47," ",29.81," ",5.2," ",25," ",6.5," ",25," ",240," ",21," ",240," "
23174,20110827,79," ",66," ",73," "," 2"," ",0," ",0," ",0," ",8," ",0524," ",1827," "," "," ",M," ",M," ",M," ",0.00," ",29.52," ",0," ",0," ",0," ",6.6," ",21," ",250," ",17," ",240," "
23174,20110828,76," ",66," ",71," "," 0"," ",58," ",63," ",0," ",6," ",0524," ",1826," "," "," ",M," ",M," ",M," ",0.00," ",29.49," ",29.83," ",6.7," ",26," ",7," ",21," ",280," ",18," ",270," "
23174,20110829,74," ",64," ",69," ",-2," ",59," ",63," ",0," ",4," ",0525," ",1825," "," "," ",M," ",M," ",M," ",0.00," ",29.47," ",29.81," ",4.9," ",27," ",5.7," ",18," ",270," ",15," ",260," "
23174,20110830,71," ",62," ",67," ",-4," ",59," ",62," ",0," ",2," ",0526," ",1823," ","BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.46," ",29.8," ",4.6," ",26," ",7.1," ",21," ",280," ",16," ",260," "
23174,20110831,72," ",60," ",66," ",-5," ",57," ",60," ",0," ",1," ",0526," ",1822," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.47," ",29.81," ",6," ",26," ",6.9," ",18," ",270," ",15," ",270," "
94846,20110801,91," ",74," ",83," ",10," ",72," ",75," ",0," ",18," ",0445," ",1911," "," "," ",M," ",M," ",M," ",0.00," ",29.28," ",29.99," ",4.2," ",27," ",4.9," ",17," ",270," ",12," ",320," "
94846,20110802,93," ",74," ",84," ",11," ",73," ",76," ",0," ",19," ",0446," ",1910," "," "," ",M," ",M," ",M," ",0.43," ",29.04," ",29.77," ",8.3," ",21," ",9.1," ",51," ",310," ",38," ",300," "
94846,20110803,86," ",72," ",79," "," 6"," ",67," ",71," ",0," ",14," ",0447," ",1909," "," "," ",M," ",M," ",M," ",0.00," ",29.11," ",29.81," ",6.9," ",2," ",8," ",29," ",60," ",18," ",50," "
94846,20110804,84," ",69," ",77," "," 4"," ",66," ",69," ",0," ",12," ",0448," ",1908," "," "," ",M," ",M," ",M," ",0.00," ",29.25," ",29.94," ",5.3," ",5," ",6," ",24," ",60," ",14," ",70," "
94846,20110805,83," ",69," ",76," "," 3"," ",68," ",71," ",0," ",11," ",0449," ",1907," ",RA," ",M," ",M," ",M," ","  T"," ",29.21," ",29.93," ",4," ",5," ",5.5," ",25," ",60," ",13," ",50," "
94846,20110806,85," ",72," ",79," "," 6"," ",70," ",72," ",0," ",14," ",0450," ",1906," ","RA BR"," ",M," ",M," ",M," ",0.18," ",29.10," ",29.82," ",2.5," ",5," ",4," ",20," ",40," ",10," ",60," "
94846,20110807,86," ",68," ",77," "," 4"," ",69," ",71," ",0," ",12," ",0451," ",1904," ","TSRA BR"," ",M," ",M," ",M," ",0.75," ",29.03," ",29.75," ",4.6," ",27," ",6.4," ",41," ",320," ",33," ",320," "
94846,20110808,80," ",68," ",74," "," 1"," ",67," ",69," ",0," ",9," ",0452," ",1903," ","RA BR"," ",M," ",M," ",M," ",0.63," ",29.00," ",29.72," ",4," ",4," ",6.2," ",26," ",110," ",21," ",110," "
94846,20110809,80," ",64," ",72," ",-1," ",61," ",66," ",0," ",7," ",0453," ",1902," ",BR," ",M," ",M," ",M," ",0.00," ",28.97," ",29.67," ",10.8," ",28," ",11.1," ",35," ",290," ",24," ",300," "
94846,20110810,77," ",61," ",69," ",-4," ",54," ",61," ",0," ",4," ",0454," ",1900," "," "," ",M," ",M," ",M," ",0.00," ",29.14," ",29.84," ",7.3," ",31," ",8.7," ",23," ",340," ",17," ",330," "
94846,20110811,81," ",57," ",69," ",-4," ",54," ",61," ",0," ",4," ",0455," ",1859," "," "," ",M," ",M," ",M," ",0.00," ",29.25," ",29.95," ",2," ",24," ",3," ",13," ",240," ",9," ",240," "
94846,20110812,81," ",60," ",71," ",-2," ",59," ",64," ",0," ",6," ",0456," ",1858," "," "," ",M," ",M," ",M," ",0.00," ",29.22," ",29.94," ",8.3," ",19," ",8.5," ",25," ",180," ",20," ",180," "
94846,20110813,83," ",62," ",73," "," 0"," ",64," ",66," ",0," ",8," ",0457," ",1856," ",RA," ",M," ",M," ",M," ",0.75," ",29.15," ",29.86," ",3.6," ",27," ",6.7," ",43," ",320," ",36," ",330," "
94846,20110814,75," ",62," ",69," ",-3," ",60," ",63," ",0," ",4," ",0458," ",1855," ",RA," ",M," ",M," ",M," ","  T"," ",29.24," ",29.95," ",10.4," ",36," ",11.7," ",30," ",10," ",22," ",350," "
94846,20110815,82," ",57," ",70," ",-2," ",55," ",62," ",0," ",5," ",0459," ",1854," "," "," ",M," ",M," ",M," ",0.00," ",29.28," ",29.98," ",2.4," ",2," ",4.9," ",22," ",60," ",10," ",100," "
94846,20110816,85," ",61," ",73," "," 1"," ",58," ",64," ",0," ",8," ",0500," ",1852," "," "," ",M," ",M," ",M," ",0.00," ",29.32," ",30.03," ",2.9," ",18," ",3.9," ",16," ",100," ",13," ",90," "
94846,20110817,83," ",62," ",73," "," 1"," ",63," ",67," ",0," ",8," ",0501," ",1851," "," "," ",M," ",M," ",M," ",0.00," ",29.31," ",30.02," ",5.6," ",22," ",6," ",17," ",200," ",14," ",220," "
94846,20110818,84," ",67," ",76," "," 4"," ",60," ",66," ",0," ",11," ",0502," ",1849," "," "," ",M," ",M," ",M," ",0.00," ",29.23," ",29.96," ",2.3," ",4," ",5.2," ",18," ",30," ",10," ",60," "
94846,20110819,87," ",64," ",76," "," 5"," ",63," ",68," ",0," ",11," ",0503," ",1848," "," "," ",M," ",M," ",M," ",0.00," ",29.18," ",29.89," ",3.3," ",14," ",5.2," ",20," ",220," ",12," ",100," "
94846,20110820,80," ",66," ",73," "," 2"," ",67," ",69," ",0," ",8," ",0504," ",1846," ","RA FG BR"," ",M," ",M," ",M," ",1.11," ",29.22," ",29.92," ",1.3," ",21," ",3.4," ",33," ",330," ",28," ",330," "
94846,20110821,80," ",64," ",72," "," 1"," ",58," ",63," ",0," ",7," ",0505," ",1845," ",RA," ",M," ",M," ",M," ","  T"," ",29.26," ",29.97," ",8," ",32," ",8.5," ",24," ",340," ",18," ",310," "
94846,20110822,82," ",59," ",71," "," 0"," ",59," ",64," ",0," ",6," ",0506," ",1843," "," "," ",M," ",M," ",M," ",0.00," ",29.30," ",30.02," ",1.6," ",26," ",4.1," ",17," ",280," ",13," ",260," "
94846,20110823,73," ",62," ",68," ",-3," ",63," ",65," ",0," ",3," ",0508," ",1842," ","TSRA BR"," ",M," ",M," ",M," ",0.65," ",29.10," ",29.86," ",9.1," ",20," ",9.8," ",33," ",300," ",23," ",280," "
94846,20110824,92," ",69," ",81," ",10," ",65," ",70," ",0," ",16," ",0509," ",1840," ",BR," ",M," ",M," ",M," ",0.00," ",28.99," ",29.7," ",8.2," ",27," ",10.7," ",26," ",340," ",21," ",310," "
94846,20110825,83," ",64," ",74," "," 4"," ",59," ",64," ",0," ",9," ",0510," ",1839," "," "," ",M," ",M," ",M," ",0.00," ",29.26," ",29.95," ",4.1," ",36," ",7.3," ",28," ",60," ",16," ",340," "
94846,20110826,83," ",59," ",71," "," 1"," ",58," ",63," ",0," ",6," ",0511," ",1837," "," "," ",M," ",M," ",M," ",0.00," ",29.26," ",29.98," ",1.9," ",26," ",3.3," ",15," ",250," ",10," ",260," "
94846,20110827,81," ",64," ",73," "," 3"," ",0," ",0," ",0," ",8," ",0512," ",1835," "," "," ",M," ",M," ",M," ",0.00," ",29.21," ",0," ",0," ",0," ",9.2," ",32," ",50," ",20," ",20," "
94846,20110828,77," ",61," ",69," ",-1," ",57," ",61," ",0," ",4," ",0513," ",1834," "," "," ",M," ",M," ",M," ",0.00," ",29.22," ",29.93," ",7," ",2," ",7.9," ",28," ",50," ",17," ",40," "
94846,20110829,79," ",59," ",69," ",-1," ",56," ",62," ",0," ",4," ",0514," ",1832," "," "," ",M," ",M," ",M," ",0.00," ",29.31," ",30.01," ",1.4," ",2," ",3.5," ",17," ",70," ",14," ",50," "
94846,20110830,76," ",61," ",69," ",-1," ",56," ",62," ",0," ",4," ",0515," ",1831," ",RA," ",M," ",M," ",M," ",0.04," ",29.33," ",30.03," ",5.3," ",15," ",6.3," ",18," ",120," ",15," ",110," "
94846,20110831,87," ",65," ",76," "," 7"," ",64," ",68," ",0," ",11," ",0516," ",1829," ",RA," ",M," ",M," ",M," ","  T"," ",29.23," ",29.95," ",5.4," ",17," ",8.3," ",22," ",240," ",15," ",180," "
23174,20110901,70," ",59," ",65," ",-6," ",57," ",60," ",0," ",0," ",0527," ",1821," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.51," ",29.85," ",6.8," ",26," ",7.4," ",22," ",250," ",15," ",270," "
23174,20110902,67," ",58," ",63," ",-8," ",56," ",59," ",2," ",0," ",0528," ",1819," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.54," ",29.88," ",8.4," ",26," ",8.5," ",20," ",260," ",16," ",270," "
23174,20110903,67," ",59," ",63," ",-8," ",56," ",59," ",2," ",0," ",0528," ",1818," ","BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.52," ",29.87," ",7.1," ",25," ",7.8," ",23," ",260," ",20," ",260," "
23174,20110904,69," ",60," ",65," ",-6," ",57," ",60," ",0," ",0," ",0529," ",1817," ","BCFG BR"," ",M," ",M," ",M," ",0.00," ",29.51," ",29.85," ",6.8," ",26," ",8.3," ",28," ",270," ",25," ",270," "
23174,20110905,80," ",63," ",72," "," 1"," ",58," ",62," ",0," ",7," ",0530," ",1815," ",RA," ",M," ",M," ",M," ","  T"," ",29.49," ",29.84," ",4.9," ",26," ",7.7," ",25," ",180," ",18," ",260," "
23174,20110906,84," ",64," ",74," "," 3"," ",58," ",64," ",0," ",9," ",0531," ",1814," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.52," ",29.86," ",5.5," ",26," ",5.7," ",18," ",280," ",16," ",280," "
23174,20110907,83," ",66," ",75," "," 4"," ",60," ",65," ",0," ",10," ",0531," ",1813," "," "," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",5.8," ",26," ",6.1," ",18," ",260," ",15," ",270," "
23174,20110908,83," ",63," ",73," "," 2"," ",58," ",63," ",0," ",8," ",0532," ",1811," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.57," ",29.91," ",6.6," ",26," ",6.9," ",23," ",230," ",20," ",250," "
23174,20110909,72," ",62," ",67," ",-4," ",59," ",62," ",0," ",2," ",0533," ",1810," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.47," ",29.81," ",3.5," ",24," ",6.3," ",18," ",140," ",14," ",270," "
23174,20110910,75," ",63," ",69," ",-1," ",57," ",61," ",0," ",4," ",0533," ",1809," "," "," ",M," ",M," ",M," ","  T"," ",29.52," ",29.86," ",6.4," ",14," ",7.5," ",20," ",190," ",14," ",160," "
23174,20110911,73," ",64," ",69," ",-1," ",56," ",60," ",0," ",4," ",0534," ",1807," "," "," ",M," ",M," ",M," ",0.00," ",29.62," ",29.97," ",5.5," ",25," ",8.4," ",22," ",260," ",16," ",280," "
23174,20110912,73," ",62," ",68," ",-2," ",58," ",62," ",0," ",3," ",0535," ",1806," "," "," ",M," ",M," ",M," ",0.00," ",29.67," ",30.02," ",7.5," ",26," ",7.6," ",21," ",270," ",17," ",270," "
23174,20110913,72," ",63," ",68," ",-2," ",61," ",63," ",0," ",3," ",0535," ",1805," ",BCFG," ",M," ",M," ",M," ",0.00," ",29.64," ",29.99," ",6.3," ",26," ",6.5," ",20," ",250," ",15," ",260," "
23174,20110914,70," ",62," ",66," ",-4," ",60," ",62," ",0," ",1," ",0536," ",1803," ","BR HZ"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",6.6," ",27," ",6.8," ",21," ",280," ",16," ",280," "
23174,20110915,73," ",63," ",68," ",-2," ",59," ",62," ",0," ",3," ",0537," ",1802," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.54," ",29.89," ",5.4," ",27," ",6.6," ",20," ",260," ",16," ",270," "
23174,20110916,67," ",63," ",65," ",-5," ",60," ",62," ",0," ",0," ",0537," ",1800," ","DZ BR HZ"," ",M," ",M," ",M," ","  T"," ",29.59," ",29.94," ",3.2," ",24," ",6.2," ",15," ",250," ",13," ",260," "
23174,20110917,71," ",62," ",67," ",-3," ",57," ",60," ",0," ",2," ",0538," ",1759," "," "," ",M," ",M," ",M," ",0.00," ",29.65," ",30," ",6.2," ",26," ",7.8," ",21," ",270," ",17," ",280," "
23174,20110918,70," ",59," ",65," ",-5," ",59," ",61," ",0," ",0," ",0539," ",1758," ",BR," ",M," ",M," ",M," ",0.00," ",29.67," ",30.01," ",6.3," ",26," ",6.5," ",22," ",260," ",16," ",270," "
23174,20110919,67," ",61," ",64," ",-6," ",60," ",61," ",1," ",0," ",0539," ",1756," ","FG+ FG BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.60," ",29.96," ",7," ",27," ",7.6," ",20," ",260," ",15," ",280," "
23174,20110920,69," ",60," ",65," ",-5," ",59," ",61," ",0," ",0," ",0540," ",1755," ","FG+ BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",6.1," ",26," ",6.6," ",22," ",270," ",16," ",270," "
23174,20110921,69," ",61," ",65," ",-5," ",59," ",61," ",0," ",0," ",0541," ",1753," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.56," ",29.91," ",4.8," ",25," ",6.3," ",18," ",270," ",15," ",280," "
23174,20110922,72," ",61," ",67," ",-3," ",60," ",62," ",0," ",2," ",0542," ",1752," ","FG+ FG BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.59," ",29.94," ",6.1," ",27," ",6.5," ",23," ",250," ",20," ",270," "
23174,20110923,74," ",61," ",68," ",-2," ",60," ",62," ",0," ",3," ",0542," ",1751," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.60," ",29.97," ",6.2," ",25," ",7," ",18," ",270," ",15," ",250," "
23174,20110924,68," ",63," ",66," ",-4," ",59," ",61," ",0," ",1," ",0543," ",1749," ","DZ BR HZ"," ",M," ",M," ",M," ","  T"," ",29.62," ",29.96," ",6.3," ",27," ",6.7," ",20," ",290," ",15," ",270," "
23174,20110925,70," ",61," ",66," ",-4," ",57," ",60," ",0," ",1," ",0544," ",1748," "," "," ",M," ",M," ",M," ",0.00," ",29.60," ",29.95," ",4.4," ",26," ",5.1," ",18," ",270," ",15," ",270," "
23174,20110926,71," ",61," ",66," ",-3," ",58," ",61," ",0," ",1," ",0544," ",1746," "," "," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",4.3," ",26," ",6.4," ",18," ",280," ",15," ",270," "
23174,20110927,74," ",61," ",68," ",-1," ",61," ",63," ",0," ",3," ",0545," ",1745," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.57," ",29.92," ",4.7," ",25," ",5.4," ",22," ",260," ",18," ",260," "
23174,20110928,70," ",64," ",67," ",-2," ",61," ",63," ",0," ",2," ",0546," ",1744," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.62," ",29.96," ",2.1," ",22," ",5.1," ",16," ",290," ",14," ",270," "
23174,20110929,71," ",62," ",67," ",-2," ",59," ",62," ",0," ",2," ",0546," ",1742," ","BCFG BR HZ"," ",M," ",M," ",M," ",0.00," ",29.61," ",29.96," ",6.5," ",26," ",7," ",18," ",270," ",15," ",260," "
23174,20110930,68," ",63," ",66," ",-3," ",59," ",61," ",0," ",1," ",0547," ",1741," ","RA HZ"," ",M," ",M," ",M," ",0.01," ",29.60," ",29.95," ",8.2," ",27," ",8.8," ",26," ",260," ",23," ",260," "
94846,20110901,93," ",71," ",82," ",14," ",71," ",75," ",0," ",17," ",0517," ",1827," "," "," ",M," ",M," ",M," ",0.00," ",29.20," ",29.91," ",5.2," ",21," ",5.9," ",23," ",220," ",16," ",210," "
94846,20110902,92," ",76," ",84," ",16," ",69," ",74," ",0," ",19," ",0518," ",1826," ",HZ," ",M," ",M," ",M," ",0.00," ",29.18," ",29.89," ",4.9," ",22," ",7.4," ",23," ",260," ",17," ",250," "
94846,20110903,89," ",69," ",79," ",11," ",67," ",71," ",0," ",14," ",0519," ",1824," ","RA BR HZ"," ",M," ",M," ",M," ",0.02," ",29.16," ",29.87," ",2.5," ",29," ",6.2," ",24," ",320," ",20," ",320," "
94846,20110904,73," ",58," ",66," ",-2," ",54," ",60," ",0," ",1," ",0520," ",1822," "," "," ",M," ",M," ",M," ",0.00," ",29.24," ",29.94," ",10.5," ",32," ",11.5," ",28," ",320," ",22," ",330," "
94846,20110905,65," ",52," ",59," ",-8," ",45," ",52," ",6," ",0," ",0521," ",1821," "," "," ",M," ",M," ",M," ",0.00," ",29.39," ",30.1," ",14.2," ",1," ",14.8," ",35," ",20," ",26," ",10," "
94846,20110906,66," ",51," ",59," ",-8," ",46," ",52," ",6," ",0," ",0522," ",1819," "," "," ",M," ",M," ",M," ",0.00," ",29.44," ",30.16," ",9.5," ",3," ",10.1," ",29," ",50," ",20," ",40," "
94846,20110907,70," ",52," ",61," ",-6," ",47," ",54," ",4," ",0," ",0523," ",1817," "," "," ",M," ",M," ",M," ",0.00," ",29.42," ",30.16," ",10.2," ",1," ",10.8," ",30," ",40," ",23," ",50," "
94846,20110908,75," ",57," ",66," "," 0"," ",53," ",59," ",0," ",1," ",0524," ",1815," ",RA," ",M," ",M," ",M," ","  T"," ",M," ",0," ",13," ",2," ",0," ",33," ",60," ",25," ",50," "
94846,20110909,72," ",60," ",66," "," 0"," ",60," ",62," ",0," ",1," ",0525," ",1814," ",RA," ",M," ",M," ",M," ",0.02," ",29.23," ",29.96," ",8.2," ",4," ",8.3," ",25," ",60," ",15," ",30," "
94846,20110910,78," ",56," ",67," "," 1"," ",59," ",62," ",0," ",2," ",0526," ",1812," ",BR," ",M," ",M," ",M," ",0.00," ",29.29," ",30," ",0.9," ",14," ",3.1," ",14," ",110," ",9," ",140," "
94846,20110911,83," ",57," ",70," "," 5"," ",59," ",63," ",0," ",5," ",0527," ",1810," ",BR," ",M," ",M," ",M," ",0.00," ",29.27," ",29.99," ",5.1," ",27," ",5.5," ",20," ",270," ",14," ",280," "
94846,20110912,86," ",64," ",75," ",10," ",59," ",65," ",0," ",10," ",0528," ",1809," "," "," ",M," ",M," ",M," ",0.00," ",29.18," ",29.91," ",10.5," ",23," ",10.9," ",28," ",250," ",22," ",220," "
94846,20110913,73," ",56," ",65," "," 0"," ",54," ",59," ",0," ",0," ",0529," ",1807," ","BR HZ FU"," ",M," ",M," ",M," ",0.00," ",29.20," ",29.9," ",4.9," ",31," ",8.7," ",23," ",310," ",20," ",310," "
94846,20110914,58," ",47," ",53," ",-11," ",43," ",49," ",12," ",0," ",0530," ",1805," ","RA BR HZ FU"," ",M," ",M," ",M," ",0.08," ",29.39," ",30.09," ",6.3," ",34," ",7.3," ",25," ",10," ",16," ",340," "
